CCG_CODE,CCG_ONS_CODE,CCG_NAME,STP_ONS,STPNM,REGION_ONS_CODE,REGION_NAME,Appointment_Month,APPT_STATUS,HCP_TYPE,APPT_MODE,TIME_BETWEEN_BOOK_AND_APPT,COUNT_OF_APPOINTMENTS
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,GP,Telephone,Same Day,41792
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,GP,Telephone,Unknown / Data Issue,2
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,GP,Unknown,1 Day,325
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,GP,Unknown,15  to 21 Days,32
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,GP,Unknown,2 to 7 Days,562
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,GP,Unknown,22  to 28 Days,99
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,GP,Unknown,8  to 14 Days,118
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,GP,Unknown,More than 28 Days,100
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,GP,Unknown,Same Day,4407
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Face-to-Face,1 Day,10165
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Face-to-Face,15  to 21 Days,15712
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Face-to-Face,2 to 7 Days,40108
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Face-to-Face,22  to 28 Days,12961
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Face-to-Face,8  to 14 Days,33657
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Face-to-Face,More than 28 Days,9889
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Face-to-Face,Same Day,42267
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Face-to-Face,Unknown / Data Issue,6
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Home Visit,1 Day,172
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Home Visit,15  to 21 Days,23
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Home Visit,2 to 7 Days,213
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Home Visit,22  to 28 Days,11
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Home Visit,8  to 14 Days,46
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Home Visit,More than 28 Days,15
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Home Visit,Same Day,1115
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Home Visit,Unknown / Data Issue,9
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Telephone,1 Day,1533
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Telephone,15  to 21 Days,357
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Telephone,2 to 7 Days,2245
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Telephone,22  to 28 Days,231
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Telephone,8  to 14 Days,729
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Telephone,More than 28 Days,107
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Telephone,Same Day,10417
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Unknown,1 Day,165
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Unknown,15  to 21 Days,85
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Unknown,2 to 7 Days,457
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Unknown,22  to 28 Days,118
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Unknown,8  to 14 Days,163
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Unknown,More than 28 Days,26
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Other Practice staff,Unknown,Same Day,377
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Face-to-Face,1 Day,261
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Face-to-Face,15  to 21 Days,55
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Face-to-Face,2 to 7 Days,233
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Face-to-Face,22  to 28 Days,3
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Face-to-Face,8  to 14 Days,226
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Face-to-Face,More than 28 Days,3
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Face-to-Face,Same Day,1414
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Home Visit,1 Day,169
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Home Visit,15  to 21 Days,3
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Home Visit,2 to 7 Days,153
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Home Visit,22  to 28 Days,1
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Home Visit,8  to 14 Days,12
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Home Visit,More than 28 Days,1
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Home Visit,Same Day,843
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Home Visit,Unknown / Data Issue,7
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Telephone,1 Day,68
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Telephone,2 to 7 Days,43
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Telephone,8  to 14 Days,8
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,Attended,Unknown,Telephone,Same Day,4722
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Face-to-Face,1 Day,495
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Face-to-Face,15  to 21 Days,1033
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Face-to-Face,2 to 7 Days,1857
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Face-to-Face,22  to 28 Days,640
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Face-to-Face,8  to 14 Days,1669
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Face-to-Face,More than 28 Days,379
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Face-to-Face,Same Day,1444
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Face-to-Face,Unknown / Data Issue,6
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Home Visit,1 Day,6
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Home Visit,2 to 7 Days,2
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Home Visit,8  to 14 Days,1
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Home Visit,More than 28 Days,1
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Home Visit,Same Day,21
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Telephone,1 Day,131
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Telephone,15  to 21 Days,44
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Telephone,2 to 7 Days,399
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Telephone,22  to 28 Days,24
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Telephone,8  to 14 Days,193
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Telephone,More than 28 Days,3
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Telephone,Same Day,922
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Unknown,1 Day,2
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Unknown,15  to 21 Days,1
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Unknown,2 to 7 Days,4
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Unknown,22  to 28 Days,5
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Unknown,8  to 14 Days,3
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Unknown,More than 28 Days,3
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,GP,Unknown,Same Day,24
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Face-to-Face,1 Day,582
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Face-to-Face,15  to 21 Days,1466
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Face-to-Face,2 to 7 Days,3232
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Face-to-Face,22  to 28 Days,1438
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Face-to-Face,8  to 14 Days,3115
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Face-to-Face,More than 28 Days,1371
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Face-to-Face,Same Day,828
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Home Visit,1 Day,5
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Home Visit,15  to 21 Days,1
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Home Visit,2 to 7 Days,7
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Home Visit,22  to 28 Days,2
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Home Visit,8  to 14 Days,1
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Home Visit,Same Day,37
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Telephone,1 Day,162
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Telephone,15  to 21 Days,29
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Telephone,2 to 7 Days,191
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Telephone,22  to 28 Days,20
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Telephone,8  to 14 Days,67
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Telephone,More than 28 Days,19
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Telephone,Same Day,531
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Telephone,Unknown / Data Issue,1
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Unknown,1 Day,8
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Unknown,15  to 21 Days,3
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Unknown,2 to 7 Days,13
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Unknown,22  to 28 Days,2
15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E54000039,"Bristol, North Somerset And South Gloucestershire  STP",E40000006,South West,MAR2019,DNA,Other Practice staff,Unknown,8  to 14 Days,7
